Code,UID,Name,Short name,Aggregation operator,Domain type,Description,value type,Form name,Zero is significant,url,Category combination UID,,,,
,fuKkakRKihs,SARAM MCH/FP IUD Set,SARAM MCH/FP IUD Set,SUM,AGGREGATE,,INTEGER,08 IUD Insertion/removal set,FALSE,,FRyL9TAbycc,,,,
,a33q4b5Rfjk,SARAM MCH/FP Laboratory Room,SARAM MCH/FP Laboratory Room,SUM,AGGREGATE,,INTEGER,12 Laboratory Room,FALSE,,FRyL9TAbycc,,,,
,MpSBHMykejA,SARAM MCH/FP Nursing Station,SARAM MCH/FP Nursing Station,SUM,AGGREGATE,,INTEGER,14 Nursing station,FALSE,,FRyL9TAbycc,,,,
,aAukE7BIVLL,SARAM MCH/FP Ort Room,SARAM MCH/FP Ort Room,SUM,AGGREGATE,,INTEGER,09 ORT Room,FALSE,,FRyL9TAbycc,,,,
,idd1OmEsRND,SARAM MCH/FP Pmct Room,SARAM MCH/FP Pmct Room,SUM,AGGREGATE,,INTEGER,10 PMCT Room,FALSE,,FRyL9TAbycc,,,,
,kLDWEky0HWM,SARAM MCH/FP Records Office,SARAM MCH/FP Records Office,SUM,AGGREGATE,,INTEGER,05 Records Office,FALSE,,FRyL9TAbycc,,,,
,N1S3ixvBtsL,SARAM MCH/FP Refrig. KEPI,SARAM MCH/FP Refrig. KEPI,SUM,AGGREGATE,,INTEGER,"04 Refrigerator, KEPI",FALSE,,FRyL9TAbycc,,,,
,RyAxyLRq7IJ,SARAM MCH/FP Tape Measure,SARAM MCH/FP Tape Measure,SUM,AGGREGATE,,INTEGER,05 Tape measure,FALSE,,FRyL9TAbycc,,,,
,MbjssRaoNDk,SARAM MCH/FP Waiting Bay/Room,SARAM MCH/FP Waiting Bay/Room,SUM,AGGREGATE,,INTEGER,04 Waiting Bay/Room,FALSE,,FRyL9TAbycc,,,,
,nmwK3dFrJJU,SARAM MCH/FP Weigh Scale Adu.,SARAM MCH/FP Weigh Scale Adu.,SUM,AGGREGATE,,INTEGER,06 Weighing scale adult,FALSE,,FRyL9TAbycc,,,,
,yntxCkYXSuW,SARAM MCH/FP Wheel Chair Adu.,SARAM MCH/FP Wheel Chair Adu.,SUM,AGGREGATE,,INTEGER,07 Wheel chair adult,FALSE,,FRyL9TAbycc,,,,
,pusmg9jKzPi,SARAM Min Theatre Ex. Couch,Min Theatre Ex. Couch,SUM,AGGREGATE,,INTEGER,02 Examination couch metal/wooden,FALSE,,FRyL9TAbycc,,,,
,lmkyGcegTyg,SARAM Min Theatre Op. Table S,Min Theatre Op. Table S,SUM,AGGREGATE,,INTEGER,"01 Operating table, simple",FALSE,,FRyL9TAbycc,,,,
,Bfv4LfUsjwP,SARAM Mort. Autopsy Table,Mort. Autopsy Table,SUM,AGGREGATE,,INTEGER,01 Autopsy table,FALSE,,FRyL9TAbycc,,,,
,poY1Jjyai3z,SARAM Mort. Cold Room Units,Mort. Cold Room Units,SUM,AGGREGATE,,INTEGER,02 Cold room Units,FALSE,,FRyL9TAbycc,,,,
,UqMjfdtPaxG,SARAM Mort. Preparation Table,Mort. Preparation Table,SUM,AGGREGATE,,INTEGER,04 Preparation table,FALSE,,FRyL9TAbycc,,,,
,d3COtcGQAzR,SARAM Mortuary,Mortuary,SUM,AGGREGATE,,INTEGER,4008 Mortuary,FALSE,,FRyL9TAbycc,,,,
,p1z4XQ8Wc6n,SARAM Mort. Viewing Table,Mort. Viewing Table,SUM,AGGREGATE,,INTEGER,03 Viewing table,FALSE,,FRyL9TAbycc,,,,
,S0gjvOcoVPG,SARAM OCR Scanner,SARAM OCR Scanner,SUM,AGGREGATE,,INTEGER,09 OCR Scanner for digitalization of documents,FALSE,,FRyL9TAbycc,,,,
,fiIv4phaFlu,SARAM OPD Appr Dis Acc,SARAM OPD Appr Dis Acc,SUM,AGGREGATE,,INTEGER,19 Appropriately designed disability access,FALSE,,FRyL9TAbycc,,,,
,rUS3z0Yi6ph,SARAM OPD Consult. Rooms,SARAM OPD Consult. Rooms,SUM,AGGREGATE,,INTEGER,02 consultation rooms,FALSE,,FRyL9TAbycc,,,,
,pElcwZ85gbG,SARAM OPD Dental Unit,SARAM OPD Dental Unit,SUM,AGGREGATE,,INTEGER,07 dental unit,FALSE,,FRyL9TAbycc,,,,
,S4LIPBq5ON7,SARAM OPD Diagnostic Set,OPD Diagnostic Set,SUM,AGGREGATE,,INTEGER,06 Diagnostic set,FALSE,,FRyL9TAbycc,,,,
,A53DTL2fMtG,SARAM OPD Dressing Room,SARAM OPD Dressing Room,SUM,AGGREGATE,,INTEGER,17 Dressing room,FALSE,,FRyL9TAbycc,,,,
,q7xOWAs68Sp,SARAM OPD ENT Serv Room,SARAM OPD ENT Serv Room,SUM,AGGREGATE,,INTEGER,08 ENT services room,FALSE,,FRyL9TAbycc,,,,
,XIF7cHMkMOE,SARAM OPD Examination Couch,OPD Examination Couch,SUM,AGGREGATE,,INTEGER,01 Examination couch,FALSE,,FRyL9TAbycc,,,,
,NNyq5LaLGeX,SARAM OPD Infant Weigh Scale,OPD Infant Weigh Scale,SUM,AGGREGATE,,INTEGER,02 Infant weighing scale,FALSE,,FRyL9TAbycc,,,,
,TfLGvUX6wH6,SARAM OPD Inject. Rooms,SARAM OPD Inject. Rooms,SUM,AGGREGATE,,INTEGER,04 injection rooms,FALSE,,FRyL9TAbycc,,,,
,RcmEXxlOlPP,SARAM OPD Laboratory Unit,SARAM OPD Laboratory Unit,SUM,AGGREGATE,,INTEGER,09 laboratory Unit,FALSE,,FRyL9TAbycc,,,,
,ZP21Vo7lc4V,SARAM OPD Minor Theatre,SARAM OPD Minor Theatre,SUM,AGGREGATE,,INTEGER,06 minor theatre,FALSE,,FRyL9TAbycc,,,,
,ECE5cJoHWmS,SARAM OPD Nursing St.,SARAM OPD Nursing St.,SUM,AGGREGATE,,INTEGER,18 Nursing station,FALSE,,FRyL9TAbycc,,,,
,T7n8J37dLbs,SARAM OPD Ophthal. Unit,SARAM OPD Ophthal. Unit,SUM,AGGREGATE,,INTEGER,12 Ophthalmology Unit,FALSE,,FRyL9TAbycc,,,,
,zgoYSZJkwVi,SARAM OPD Oxygen Set,OPD Oxygen Set,SUM,AGGREGATE,,INTEGER,09 Oxygen Set,FALSE,,FRyL9TAbycc,,,,
,chcLzJwFTKc,SARAM OPD Pharmacies,SARAM OPD Pharmacies,SUM,AGGREGATE,,INTEGER,10 Outpatient Pharmacies,FALSE,,FRyL9TAbycc,,,,
,CXn5TFdyREs,SARAM OPD Plaster Room,SARAM OPD Plaster Room,SUM,AGGREGATE,,INTEGER,05 plaster room,FALSE,,FRyL9TAbycc,,,,
,lJbEIKWfU2a,SARAM OPD Psych Cl. Room,SARAM OPD Psych Cl. Room,SUM,AGGREGATE,,INTEGER,11 Psychiatric Clinic room,FALSE,,FRyL9TAbycc,,,,
,JgdkS5olrhS,SARAM OPD Registry Room,SARAM OPD Registry Room,SUM,AGGREGATE,,INTEGER,15 OPD Registry Room,FALSE,,FRyL9TAbycc,,,,
,kbGt5wZsHwu,SARAM OPD Reg. Room,SARAM OPD Reg. Room,SUM,AGGREGATE,,INTEGER,03 Registration room,FALSE,,FRyL9TAbycc,,,,
,bpsJI73Hygq,SARAM OPD Revenue Office,SARAM OPD Revenue Office,SUM,AGGREGATE,,INTEGER,14 Revenue Office,FALSE,,FRyL9TAbycc,,,,
,c5683vHIq0C,SARAM OPD Screen Bed,OPD Screen Bed,SUM,AGGREGATE,,INTEGER,03 Screen bed,FALSE,,FRyL9TAbycc,,,,
,UJqzWiMXgRx,SARAM OPD Special. Cl.,SARAM OPD Special. Cl.,SUM,AGGREGATE,,INTEGER,16 Specialized Clinic Unit,FALSE,,FRyL9TAbycc,,,,
,tk5HHivMGaX,SARAM OPD Suction Machine El.,OPD Suction Machine El.,SUM,AGGREGATE,,INTEGER,"08 Suction machine, electrical",FALSE,,FRyL9TAbycc,,,,
,EDzEPWKDWRR,SARAM OPD Trauma&Emerg.,SARAM OPD Trauma&Emerg.,SUM,AGGREGATE,,INTEGER,13 Trauma and Emergency Department,FALSE,,FRyL9TAbycc,,,,
,LJLX5L2q78V,SARAM OPD Waiting Room,SARAM OPD Waiting Room,SUM,AGGREGATE,,INTEGER,01 waiting room,FALSE,,FRyL9TAbycc,,,,
,T6yqGeXfiB6,SARAM OPD Weigh Scale Adult,OPD Weigh Scale Adult,SUM,AGGREGATE,,INTEGER,04 Weighing scale adult,FALSE,,FRyL9TAbycc,,,,
,dOLE96TYDbY,SARAM OPD Wheel Chair Adult,OPD Wheel Chair Adult,SUM,AGGREGATE,,INTEGER,05 Wheel chair adult,FALSE,,FRyL9TAbycc,,,,
,hwbDBBznI32,SARAM OPD X-Ray Viewer,OPD X-Ray Viewer,SUM,AGGREGATE,,INTEGER,07 X-Ray viewer,FALSE,,FRyL9TAbycc,,,,
,pwgkHnRjbf3,SARAM Pharm. Pharm. Fridge,Pharm. Pharm. Fridge,SUM,AGGREGATE,,INTEGER,01 Pharmaceutical Fridge,FALSE,,FRyL9TAbycc,,,,
,UsWKElHaOLH,SARAM Pharm. Precis. Balance,Pharm. Precis. Balance,SUM,AGGREGATE,,INTEGER,02 Precision Balance,FALSE,,FRyL9TAbycc,,,,
,Qi2PCKwCM71,SARAM Pharm. Weigh Scale(El.),Pharm. Weigh Scale(El.),SUM,AGGREGATE,,INTEGER,03 Weighing scale(electronic),FALSE,,FRyL9TAbycc,,,,
,URmNy1EOpZG,SARAM Phone (Fixed),SARAM Phone (Fixed),SUM,AGGREGATE,,INTEGER,05 Phone (Fixed),FALSE,,FRyL9TAbycc,,,,
,Oi3WTPFaIbl,SARAM Phone (Mobile Inst.),SARAM Phone (Mobile Inst.),SUM,AGGREGATE,,INTEGER,04 Phone (Mobile institutional),FALSE,,FRyL9TAbycc,,,,
,jReshTqjHlQ,SARAM Photocopiers,SARAM Photocopiers,SUM,AGGREGATE,,INTEGER,08 Photocopier,FALSE,,FRyL9TAbycc,,,,
,FlzWIo4fOvf,SARAM Physio Cerv. Traction,Physio Cerv. Traction,SUM,AGGREGATE,,INTEGER,06 Cervical traction,FALSE,,FRyL9TAbycc,,,,
,HPFLSpYch03,SARAM Physio Cryotherapy,Physio Cryotherapy,SUM,AGGREGATE,,INTEGER,08 Cryotherapy,FALSE,,FRyL9TAbycc,,,,
,BTOhHuJyvvv,SARAM Physio Lumber Traction,Physio Lumber Traction,SUM,AGGREGATE,,INTEGER,07 Lumber traction,FALSE,,FRyL9TAbycc,,,,
,lPrBWhOMflH,SARAM Physio Phototh. Unit,Physio Phototh. Unit,SUM,AGGREGATE,,INTEGER,09 Phototherapy unit,FALSE,,FRyL9TAbycc,,,,
,d81VNxJNHuX,SARAM Physio Static Bicycle,Physio Static Bicycle,SUM,AGGREGATE,,INTEGER,03 Static bicycle,FALSE,,FRyL9TAbycc,,,,
,uGZlQuteD1C,SARAM Physio Stimulator El.,Physio Stimulator El.,SUM,AGGREGATE,,INTEGER,"02 Stimulator, electric",FALSE,,FRyL9TAbycc,,,,
,lePHAPVjLre,SARAM Physiotherapy Tens Unit,Physiotherapy Tens Unit,SUM,AGGREGATE,,INTEGER,01 TENS Unit,FALSE,,FRyL9TAbycc,,,,
,gtVVUwapQmE,SARAM Physio Walking Frame,Physio Walking Frame,SUM,AGGREGATE,,INTEGER,05 Walking frame,FALSE,,FRyL9TAbycc,,,,
,oFSmICxXQal,SARAM Physio Wheel Chair,Physio Wheel Chair,SUM,AGGREGATE,,INTEGER,04 Wheel chair,FALSE,,FRyL9TAbycc,,,,
,xmZdcfI5Tql,SARAM PHYS Occupational Unit,SARAM PHYS Occupational Unit,SUM,AGGREGATE,,INTEGER,03 Occupational Unit,FALSE,,FRyL9TAbycc,,,,
,jENe3H8m2sf,SARAM PHYS Orthopedic Unit,SARAM PHYS Orthopedic Unit,SUM,AGGREGATE,,INTEGER,02 Orthopedic Unit,FALSE,,FRyL9TAbycc,,,,
,dUDVVVTPVup,SARAM PHYS Physiotherapy Unit,SARAM PHYS Physiotherapy Unit,SUM,AGGREGATE,,INTEGER,01 Physiotherapy Unit,FALSE,,FRyL9TAbycc,,,,
,qO5NUYMXSQi,SARAM Power: Generator,SARAM Power: Generator,SUM,AGGREGATE,,INTEGER,01 Generator,FALSE,,FRyL9TAbycc,,,,
,AAJnek0ONqh,SARAM Power: Main Power,SARAM Power: Main Power,SUM,AGGREGATE,,INTEGER,02 Main Power,FALSE,,FRyL9TAbycc,,,,
,rD2EM9RA6n9,SARAM Power: Solar Energy,SARAM Power: Solar Energy,SUM,AGGREGATE,,INTEGER,03 Solar Energy,FALSE,,FRyL9TAbycc,,,,
,JdRLBGj97sH,SARAM Printer,SARAM Printer,SUM,AGGREGATE,,INTEGER,12 Printer,FALSE,,FRyL9TAbycc,,,,
,RBuGS5BcO1L,SARAM Projector,SARAM Projector,SUM,AGGREGATE,,INTEGER,07 Projector,FALSE,,FRyL9TAbycc,,,,
,IDTrd1SVlkr,SARAM Protected Diesel Incin.,SARAM Protected Diesel Incin.,SUM,AGGREGATE,,INTEGER,4019 Protected Diesel incinerator,FALSE,,FRyL9TAbycc,,,,
,axh6bakndHR,SARAM Protected Placenta Pit,SARAM Protected Placenta Pit,SUM,AGGREGATE,,INTEGER,4017 PROTECTED PLACENTA PIT,FALSE,,FRyL9TAbycc,,,,
,PhoZEYooZYU,SARAM RAD App Des Dis Acc,SARAM RAD App Des Dis Acc,SUM,AGGREGATE,,INTEGER,06 Appropriately designed disability access,FALSE,,FRyL9TAbycc,,,,
,e59T6nsrScg,SARAM RAD Dialysis R,SARAM RAD Dialysis R,SUM,AGGREGATE,,INTEGER,05 Dialysis room,FALSE,,FRyL9TAbycc,,,,
,PWa6E1dgg3f,SARAM RAD Isotope Ther. Isol.,SARAM RAD Isotope Ther. Isol.,SUM,AGGREGATE,,INTEGER,02 Isotope therapy isolation rooms,FALSE,,FRyL9TAbycc,,,,
,hRZ2wrl1iQN,SARAM RAD Radiother. Bunkers,SARAM RAD Radiother. Bunkers,SUM,AGGREGATE,,INTEGER,01 Radiotherapy bunkers,FALSE,,FRyL9TAbycc,,,,
,hFtTa5b3s7a,SARAM RAD Renal Unit,SARAM RAD Renal Unit,SUM,AGGREGATE,,INTEGER,03 Renal unit,FALSE,,FRyL9TAbycc,,,,
,qAxmXOsTcYS,SARAM RAD Water Purific Plant,SARAM RAD Water Purific Plant,SUM,AGGREGATE,,INTEGER,04 Water purification plant,FALSE,,FRyL9TAbycc,,,,
,LE0p8evJLTv,SARAM San. Demontforte Incin.,San. Demontforte Incin.,SUM,AGGREGATE,,INTEGER,04 Demontforte incinerator,FALSE,,FRyL9TAbycc,,,,
,HiEc7JbcQvI,SARAM San. Diesel Pow. Incin.,San. Diesel Pow. Incin.,SUM,AGGREGATE,,INTEGER,02 Diesel powered incinerator,FALSE,,FRyL9TAbycc,,,,
,R19ynie9Pww,SARAM San. Macerator,San. Macerator,SUM,AGGREGATE,,INTEGER,03 Macerator,FALSE,,FRyL9TAbycc,,,,
,b1Bao2JgEuv,SARAM San. Sec Waste Stor. C.,San. Sec Waste Stor. C.,SUM,AGGREGATE,,INTEGER,01 Secured waste storage chamber,FALSE,,FRyL9TAbycc,,,,
,bOjBuLRhPF6,SARAM San. Sec Waste Tr. Site,San. Sec Waste Tr. Site,SUM,AGGREGATE,,INTEGER,05 Secure waste treatment site,FALSE,,FRyL9TAbycc,,,,
,Rr4GvfdFyKF,SARAM Scanner,SARAM Scanner,SUM,AGGREGATE,,INTEGER,13 Scanner,FALSE,,FRyL9TAbycc,,,,
,qfXqFUF5jiK,SARAM Source Of Running Water,SARAM Source Of Running Water,SUM,AGGREGATE,,INTEGER,4015 SOURCE OF RUNNING WATER,FALSE,,FRyL9TAbycc,,,,
,S7j6Nl7LZ3X,SARAM Stance Pit Latrine,SARAM Stance Pit Latrine,SUM,AGGREGATE,,INTEGER,4014 STANCE PIT LATRINE,FALSE,,FRyL9TAbycc,,,,
,SYggotIL3av,SARAM Supply Kitchen,SARAM Supply Kitchen,SUM,AGGREGATE,,INTEGER,01 Kitchen,FALSE,,FRyL9TAbycc,,,,
,B3Lvydq7rZn,SARAM Supply Laundry,SARAM Supply Laundry,SUM,AGGREGATE,,INTEGER,02 Laundry,FALSE,,FRyL9TAbycc,,,,
,D5D6Q02FmQ8,SARAM Supply Store,SARAM Supply Store,SUM,AGGREGATE,,INTEGER,03 Store,FALSE,,FRyL9TAbycc,,,,
,Tt4rmcC5qdl,SARAM Television,SARAM Television,SUM,AGGREGATE,,INTEGER,11 Television,FALSE,,FRyL9TAbycc,,,,
,hNLFychKMvu,SARAM Theatre Anaest. Machine,Theatre Anaest. Machine,SUM,AGGREGATE,,INTEGER,01 Anaesthetic Machine,FALSE,,FRyL9TAbycc,,,,
,ifxipNV6CsN,SARAM Theatre Autoclave,Theatre Autoclave,SUM,AGGREGATE,,INTEGER,06 Autoclave,FALSE,,FRyL9TAbycc,,,,
,eqFIHPMG4ZO,SARAM Theatre Defibrillator,Theatre Defibrillator,SUM,AGGREGATE,,INTEGER,02 Defibrillator,FALSE,,FRyL9TAbycc,,,,
,Ylu5qGCYBXl,SARAM Theatre El.surg. Unit,Theatre El.surg. Unit,SUM,AGGREGATE,,INTEGER,07 Electrosurgical Unit,FALSE,,FRyL9TAbycc,,,,
,kYNefwvmqFT,SARAM Theatre Lamp Ceil Mount,Theatre Lamp Ceil Mount,SUM,AGGREGATE,,INTEGER,"08 Operating Theatre Lamp, Ceiling Mounted.",FALSE,,FRyL9TAbycc,,,,
,gBZjy3BWaTh,SARAM Theatre Laryngoscope,Theatre Laryngoscope,SUM,AGGREGATE,,INTEGER,03 Laryngoscope,FALSE,,FRyL9TAbycc,,,,
,io9rSv1NsKt,SARAM Theatre Oxygen Reg.,Theatre Oxygen Reg.,SUM,AGGREGATE,,INTEGER,04 Oxygen Regulator,FALSE,,FRyL9TAbycc,,,,
,AZAwwpssfQM,SARAM Theatre Pulse Oximeter,Theatre Pulse Oximeter,SUM,AGGREGATE,,INTEGER,09 Pulse oximeter,FALSE,,FRyL9TAbycc,,,,
,tAOW9mVrgTg,SARAM Theatre Refrigerator,Theatre Refrigerator,SUM,AGGREGATE,,INTEGER,10 Refrigerator,FALSE,,FRyL9TAbycc,,,,
,XpplyBB10Eo,SARAM Theatre Suct. Mach. El.,Theatre Suct. Mach. El.,SUM,AGGREGATE,,INTEGER,"11 Suction machine, electric",FALSE,,FRyL9TAbycc,,,,
,Kn6iFPrUK5u,SARAM Theatre Theatre Bed,Theatre Theatre Bed,SUM,AGGREGATE,,INTEGER,12 Theatre Bed,FALSE,,FRyL9TAbycc,,,,
,JwnR5hUX0W0,SARAM Theatre Vit. Signs Mon.,Theatre Vit. Signs Mon.,SUM,AGGREGATE,,INTEGER,05 Vital Signs Monitor,FALSE,,FRyL9TAbycc,,,,
,RyDcedezEbU,SARAM Ward Baby Cot,Ward Baby Cot,SUM,AGGREGATE,,INTEGER,04 Baby cot,FALSE,,FRyL9TAbycc,,,,
,iB9DxnznsE7,SARAM Ward Commode Chair,Ward Commode Chair,SUM,AGGREGATE,,INTEGER,01 Commode chair,FALSE,,FRyL9TAbycc,,,,
,A9aaeuzGMwK,SARAM Ward Cool Box,Ward Cool Box,SUM,AGGREGATE,,INTEGER,02 Cool box,FALSE,,FRyL9TAbycc,,,,
,hpAiEGbRyQ1,SARAM Ward Ex. Lamp Mobile,Ward Ex. Lamp Mobile,SUM,AGGREGATE,,INTEGER,"05 Examination lamp, mobile",FALSE,,FRyL9TAbycc,,,,
,V7wduEN1ynD,SARAM Ward Hospital Bed,Ward Hospital Bed,SUM,AGGREGATE,,INTEGER,03 Hospital bed,FALSE,,FRyL9TAbycc,,,,
,RmHcKAeM30b,SARAM Ward Infant Weigh Scale,Ward Infant Weigh Scale,SUM,AGGREGATE,,INTEGER,06 Infant weighing scale,FALSE,,FRyL9TAbycc,,,,
,MB9o2b85B4a,SARAM Ward Man Suct. Machine,Ward Man Suct. Machine,SUM,AGGREGATE,,INTEGER,11 Manual suction machine,FALSE,,FRyL9TAbycc,,,,
,GwK0CyD6DF4,SARAM Ward Oxygen Giving Set,Ward Oxygen Giving Set,SUM,AGGREGATE,,INTEGER,12 Oxygen giving set,FALSE,,FRyL9TAbycc,,,,
,KmRurIFAWYs,SARAM Ward Refrigerator,Ward Refrigerator,SUM,AGGREGATE,,INTEGER,07 Refrigerator,FALSE,,FRyL9TAbycc,,,,
,AR8JzULRtWq,SARAM Ward Tape Measure,Ward Tape Measure,SUM,AGGREGATE,,INTEGER,08 Tape measure,FALSE,,FRyL9TAbycc,,,,
,TQ1ywi5GBAy,SARAM Ward Weigh Scale Adu.,Ward Weigh Scale Adu.,SUM,AGGREGATE,,INTEGER,09 Weighing scale adult with height measuring,FALSE,,FRyL9TAbycc,,,,
,RV3kGAGJyWr,SARAM Ward Wheel Chair Adult,Ward Wheel Chair Adult,SUM,AGGREGATE,,INTEGER,10 Wheel chair adult,FALSE,,FRyL9TAbycc,,,,
,usRvhZQjMf0,SARAM Water Reservoir,SARAM Water Reservoir,SUM,AGGREGATE,,INTEGER,4016 WATER RESERVOIR,FALSE,,FRyL9TAbycc,,,,
,KRHwKgvLOat,SAV_1007 Type of facility,SAV_1007 Type of facility,NONE,TRACKER,,TEXT,1007 Type of facility,FALSE,,OzshuDqmXQI,,,,
,huK0dU9ZUBJ,SAV_1008 Managing Authority (Ownership),SAV_1008 Managing Authority (Ownership),NONE,TRACKER,,TEXT,1008 Managing Authority (Ownership),FALSE,,OzshuDqmXQI,,,,
,GfMYmLeWEpn,SAV_1009 Urban/Rural,SAV_1009 Urban/Rural,NONE,TRACKER,,TEXT,1009 Urban/Rural,FALSE,,OzshuDqmXQI,,,,
,E491jVZynY8,SAV_1010 Outpatient only,SAV_1010 Outpatient only,NONE,TRACKER,,TEXT,1010 Outpatient only,FALSE,,OzshuDqmXQI,,,,
,r0P27VFijdC,SAV_1011 Does this facility have in its possession the land title for the land it is occupying?,SAV_1011 Does this facility have the land title,NONE,TRACKER,,TEXT,1011 Does this facility have in its possession the land title for the land it is occupying?,FALSE,,OzshuDqmXQI,,,,
,ARz7t30ihqy,SAV_2001 Immunization,SAV_2001 Immunization,NONE,TRACKER,,TEXT,2001 Immunization,FALSE,,OzshuDqmXQI,,,,
,Pqraf4xLoE2,SAV_2002 Child Health,SAV_2002 Child Health,NONE,TRACKER,,TEXT,2002 Child Health,FALSE,,OzshuDqmXQI,,,,
,ygL14WsGuOu,SAV_2003 Screening for communicable conditions,SAV_2003 Screening for communicable conditions,NONE,TRACKER,,TEXT,2003 Screening for communicable conditions,FALSE,,OzshuDqmXQI,,,,
,qFtS7QPg5I3,SAV_2004 Antenatal Care,SAV_2004 Antenatal Care,NONE,TRACKER,,TEXT,2004 Antenatal Care,FALSE,,OzshuDqmXQI,,,,
,uQKBAaqFQKe,SAV_2005 Prevention of Mother to Child HIV Transmission,SAV_2005 Prevention of Mother to Child HIV Transmi,NONE,TRACKER,,TEXT,2005 Prevention of Mother to Child HIV Transmission,FALSE,,OzshuDqmXQI,,,,
,ZtzJp59G6sB,SAV_2006 Integrated Vector Management,SAV_2006 Integrated Vector Management,NONE,TRACKER,,TEXT,2006 Integrated Vector Management,FALSE,,OzshuDqmXQI,,,,
,jOMtKWTkJNX,SAV_2007 Good hygiene practices,SAV_2007 Good hygiene practices,NONE,TRACKER,,TEXT,2007 Good hygiene practices,FALSE,,OzshuDqmXQI,,,,
,YufsaLEj605,SAV_2008 HIV and STI prevention,SAV_2008 HIV and STI prevention,NONE,TRACKER,,TEXT,2008 HIV and STI prevention,FALSE,,OzshuDqmXQI,,,,
,kHv9e3a8wJG,SAV_2009 Port health,SAV_2009 Port health,NONE,TRACKER,,TEXT,2009 Port health,FALSE,,OzshuDqmXQI,,,,
,woaJwnzuH46,SAV_2010 Control and prevention neglected tropical diseases,SAV_2010 Control and prevention neglected tropical,NONE,TRACKER,,TEXT,2010 Control and prevention neglected tropical diseases,FALSE,,OzshuDqmXQI,,,,
,N35EmR3ocTQ,SAV_2011 Health Promotion and education for NCD<U+FFFD>s,SAV_2011 Health Promotion and education for NCD<U+FFFD>s,NONE,TRACKER,,TEXT,2011 Health Promotion and education for NCD<U+FFFD>s,FALSE,,OzshuDqmXQI,,,,
,lTmg4HUm5GW,SAV_2012 Institutional Screening for NCD<U+FFFD>s,SAV_2012 Institutional Screening for NCD<U+FFFD>s,NONE,TRACKER,,TEXT,2012 Institutional Screening for NCD<U+FFFD>s,FALSE,,OzshuDqmXQI,,,,
,yu4cmTQAWn6,SAV_2013 Community screening for NCD<U+FFFD>s,SAV_2013 Community screening for NCD<U+FFFD>s,NONE,TRACKER,,TEXT,2013 Community screening for NCD<U+FFFD>s,FALSE,,OzshuDqmXQI,,,,
,v3FCKMBZPDM,SAV_2014 Rehabilitation,SAV_2014 Rehabilitation,NONE,TRACKER,,TEXT,2014 Rehabilitation,FALSE,,OzshuDqmXQI,,,,
,JIXlHdYNkJO,SAV_2015 Workplace health and safety,SAV_2015 Workplace health and safety,NONE,TRACKER,,TEXT,2015 Workplace health and safety,FALSE,,OzshuDqmXQI,,,,
,qMAmjwwMM0e,SAV_2016 Food quality and safety,SAV_2016 Food quality and safety,NONE,TRACKER,,TEXT,2016 Food quality and safety,FALSE,,OzshuDqmXQI,,,,
,TC0vIlRgsso,SAV_2017 Health Promotion and education,SAV_2017 Health Promotion and education,NONE,TRACKER,,TEXT,2017 Health Promotion and education,FALSE,,OzshuDqmXQI,,,,
,Ao5RbvQzcd1,SAV_2018 Pre hospital Care,SAV_2018 Pre hospital Care,NONE,TRACKER,,TEXT,2018 Pre hospital Care,FALSE,,OzshuDqmXQI,,,,
,AwgD5rGqU4O,SAV_2019 OPD/Accident and Emergency,SAV_2019 OPD/Accident and Emergency,NONE,TRACKER,,TEXT,2019 OPD/Accident and Emergency,FALSE,,OzshuDqmXQI,,,,
,obIw5EUYQ93,SAV_2020 Management for injuries,SAV_2020 Management for injuries,NONE,TRACKER,,TEXT,2020 Management for injuries,FALSE,,OzshuDqmXQI,,,,
,KpE3tveeb3g,SAV_2021 General Outpatient,SAV_2021 General Outpatient,NONE,TRACKER,,TEXT,2021 General Outpatient,FALSE,,OzshuDqmXQI,,,,
,DphXvhFUUN2,SAV_2022 Integrated MCH / Family Planning services,SAV_2022 Integrated MCH / Family Planning services,NONE,TRACKER,,TEXT,2022 Integrated MCH / Family Planning services,FALSE,,OzshuDqmXQI,,,,
,bbJ2ud2lKuG,SAV_2023 Accident and Emergency,SAV_2023 Accident and Emergency,NONE,TRACKER,,TEXT,2023 Accident and Emergency,FALSE,,OzshuDqmXQI,,,,
,BEtOR4sm6u6,SAV_2024 Emergency life support,SAV_2024 Emergency life support,NONE,TRACKER,,TEXT,2024 Emergency life support,FALSE,,OzshuDqmXQI,,,,
,q9QtSlim2h8,SAV_2025 Maternity,SAV_2025 Maternity,NONE,TRACKER,,TEXT,2025 Maternity,FALSE,,OzshuDqmXQI,,,,
,LhQPyqbVVz2,SAV_2026 Newborn services,SAV_2026 Newborn services,NONE,TRACKER,,TEXT,2026 Newborn services,FALSE,,OzshuDqmXQI,,,,
,GKRQpHGEpSn,SAV_2027 Reproductive health,SAV_2027 Reproductive health,NONE,TRACKER,,TEXT,2027 Reproductive health,FALSE,,OzshuDqmXQI,,,,
,oO4Flu2IJTY,SAV_2028 In Patient,SAV_2028 In Patient,NONE,TRACKER,,TEXT,2028 In Patient,FALSE,,OzshuDqmXQI,,,,
,zDojEeklipf,SAV_2029 Clinical Laboratory,SAV_2029 Clinical Laboratory,NONE,TRACKER,,TEXT,2029 Clinical Laboratory,FALSE,,OzshuDqmXQI,,,,
